# Use 4 iterations and 339.8715s to generate a full prefix circuitThe following are some prefix circuits under level bound 9 with corresponding area, where each line represents a node:
prefix circuit:
0: connectedNodes=(None, None), range=[0:0], left_bound=0, right_bound=0, level=1.
23: connectedNodes=(None, None), range=[23:23], left_bound=23, right_bound=23, level=1.
24: connectedNodes=(None, None), range=[24:24], left_bound=24, right_bound=24, level=1.
25: connectedNodes=(None, None), range=[25:25], left_bound=25, right_bound=25, level=1.
26: connectedNodes=(None, None), range=[26:26], left_bound=26, right_bound=26, level=1.
27: connectedNodes=(None, None), range=[27:27], left_bound=27, right_bound=27, level=1.
28: connectedNodes=(None, None), range=[28:28], left_bound=28, right_bound=28, level=1.
29: connectedNodes=(None, None), range=[29:29], left_bound=29, right_bound=29, level=1.
30: connectedNodes=(None, None), range=[30:30], left_bound=30, right_bound=30, level=1.
31: connectedNodes=(None, None), range=[31:31], left_bound=31, right_bound=31, level=1.
32: connectedNodes=(None, None), range=[32:32], left_bound=32, right_bound=32, level=1.
33: connectedNodes=(None, None), range=[33:33], left_bound=33, right_bound=33, level=1.
34: connectedNodes=(None, None), range=[34:34], left_bound=34, right_bound=34, level=1.
35: connectedNodes=(None, None), range=[35:35], left_bound=35, right_bound=35, level=1.
36: connectedNodes=(None, None), range=[36:36], left_bound=36, right_bound=36, level=1.
37: connectedNodes=(None, None), range=[37:37], left_bound=37, right_bound=37, level=1.
38: connectedNodes=(None, None), range=[38:38], left_bound=38, right_bound=38, level=1.
39: connectedNodes=(None, None), range=[39:39], left_bound=39, right_bound=39, level=1.
40: connectedNodes=(None, None), range=[40:40], left_bound=40, right_bound=40, level=1.
41: connectedNodes=(None, None), range=[41:41], left_bound=41, right_bound=41, level=1.
42: connectedNodes=(None, None), range=[42:42], left_bound=42, right_bound=42, level=1.
43: connectedNodes=(None, None), range=[43:43], left_bound=43, right_bound=43, level=1.
44: connectedNodes=(None, None), range=[44:44], left_bound=44, right_bound=44, level=1.
45: connectedNodes=(None, None), range=[45:45], left_bound=45, right_bound=45, level=1.
46: connectedNodes=(None, None), range=[46:46], left_bound=46, right_bound=46, level=1.
47: connectedNodes=(None, None), range=[47:47], left_bound=47, right_bound=47, level=1.
48: connectedNodes=(None, None), range=[48:48], left_bound=48, right_bound=48, level=1.
49: connectedNodes=(None, None), range=[49:49], left_bound=49, right_bound=49, level=1.
50: connectedNodes=(None, None), range=[50:50], left_bound=50, right_bound=50, level=1.
51: connectedNodes=(None, None), range=[51:51], left_bound=51, right_bound=51, level=1.
52: connectedNodes=(None, None), range=[52:52], left_bound=52, right_bound=52, level=1.
53: connectedNodes=(None, None), range=[53:53], left_bound=53, right_bound=53, level=1.
54: connectedNodes=(None, None), range=[54:54], left_bound=54, right_bound=54, level=1.
55: connectedNodes=(None, None), range=[55:55], left_bound=55, right_bound=55, level=1.
56: connectedNodes=(None, None), range=[56:56], left_bound=56, right_bound=56, level=1.
57: connectedNodes=(None, None), range=[57:57], left_bound=57, right_bound=57, level=1.
58: connectedNodes=(None, None), range=[58:58], left_bound=58, right_bound=58, level=1.
59: connectedNodes=(None, None), range=[59:59], left_bound=59, right_bound=59, level=1.
60: connectedNodes=(None, None), range=[60:60], left_bound=60, right_bound=60, level=1.
61: connectedNodes=(None, None), range=[61:61], left_bound=61, right_bound=61, level=1.
62: connectedNodes=(None, None), range=[62:62], left_bound=62, right_bound=62, level=1.
63: connectedNodes=(None, None), range=[63:63], left_bound=63, right_bound=63, level=1.
64: connectedNodes=(0, 1), range=[0:1], left_bound=0, right_bound=1, level=2.
65: connectedNodes=(2, 3), range=[2:3], left_bound=2, right_bound=3, level=2.
66: connectedNodes=(3, 4), range=[3:4], left_bound=3, right_bound=4, level=2.
67: connectedNodes=(4, 5), range=[4:5], left_bound=4, right_bound=5, level=2.
68: connectedNodes=(5, 6), range=[5:6], left_bound=5, right_bound=6, level=2.
69: connectedNodes=(6, 7), range=[6:7], left_bound=6, right_bound=7, level=2.
70: connectedNodes=(7, 8), range=[7:8], left_bound=7, right_bound=8, level=2.
71: connectedNodes=(8, 9), range=[8:9], left_bound=8, right_bound=9, level=2.
72: connectedNodes=(9, 10), range=[9:10], left_bound=9, right_bound=10, level=2.
73: connectedNodes=(10, 11), range=[10:11], left_bound=10, right_bound=11, level=2.
74: connectedNodes=(11, 12), range=[11:12], left_bound=11, right_bound=12, level=2.
75: connectedNodes=(12, 13), range=[12:13], left_bound=12, right_bound=13, level=2.
76: connectedNodes=(13, 14), range=[13:14], left_bound=13, right_bound=14, level=2.
77: connectedNodes=(14, 15), range=[14:15], left_bound=14, right_bound=15, level=2.
78: connectedNodes=(15, 16), range=[15:16], left_bound=15, right_bound=16, level=2.
79: connectedNodes=(16, 17), range=[16:17], left_bound=16, right_bound=17, level=2.
80: connectedNodes=(17, 18), range=[17:18], left_bound=17, right_bound=18, level=2.
81: connectedNodes=(18, 19), range=[18:19], left_bound=18, right_bound=19, level=2.
82: connectedNodes=(19, 20), range=[19:20], left_bound=19, right_bound=20, level=2.
83: connectedNodes=(20, 21), range=[20:21], left_bound=20, right_bound=21, level=2.
84: connectedNodes=(21, 22), range=[21:22], left_bound=21, right_bound=22, level=2.
85: connectedNodes=(22, 23), range=[22:23], left_bound=22, right_bound=23, level=2.
86: connectedNodes=(23, 24), range=[23:24], left_bound=23, right_bound=24, level=2.
87: connectedNodes=(24, 25), range=[24:25], left_bound=24, right_bound=25, level=2.
88: connectedNodes=(25, 26), range=[25:26], left_bound=25, right_bound=26, level=2.
89: connectedNodes=(26, 27), range=[26:27], left_bound=26, right_bound=27, level=2.
90: connectedNodes=(27, 28), range=[27:28], left_bound=27, right_bound=28, level=2.
91: connectedNodes=(28, 29), range=[28:29], left_bound=28, right_bound=29, level=2.
92: connectedNodes=(29, 30), range=[29:30], left_bound=29, right_bound=30, level=2.
93: connectedNodes=(30, 31), range=[30:31], left_bound=30, right_bound=31, level=2.
94: connectedNodes=(31, 32), range=[31:32], left_bound=31, right_bound=32, level=2.
95: connectedNodes=(32, 33), range=[32:33], left_bound=32, right_bound=33, level=2.
96: connectedNodes=(33, 34), range=[33:34], left_bound=33, right_bound=34, level=2.
97: connectedNodes=(34, 35), range=[34:35], left_bound=34, right_bound=35, level=2.
98: connectedNodes=(35, 36), range=[35:36], left_bound=35, right_bound=36, level=2.
99: connectedNodes=(36, 37), range=[36:37], left_bound=36, right_bound=37, level=2.
100: connectedNodes=(37, 38), range=[37:38], left_bound=37, right_bound=38, level=2.
101: connectedNodes=(38, 39), range=[38:39], left_bound=38, right_bound=39, level=2.
102: connectedNodes=(39, 40), range=[39:40], left_bound=39, right_bound=40, level=2.
103: connectedNodes=(40, 41), range=[40:41], left_bound=40, right_bound=41, level=2.
104: connectedNodes=(41, 42), range=[41:42], left_bound=41, right_bound=42, level=2.
105: connectedNodes=(42, 43), range=[42:43], left_bound=42, right_bound=43, level=2.
106: connectedNodes=(43, 44), range=[43:44], left_bound=43, right_bound=44, level=2.
107: connectedNodes=(44, 45), range=[44:45], left_bound=44, right_bound=45, level=2.
108: connectedNodes=(45, 46), range=[45:46], left_bound=45, right_bound=46, level=2.
109: connectedNodes=(46, 47), range=[46:47], left_bound=46, right_bound=47, level=2.
110: connectedNodes=(47, 48), range=[47:48], left_bound=47, right_bound=48, level=2.
111: connectedNodes=(48, 49), range=[48:49], left_bound=48, right_bound=49, level=2.
112: connectedNodes=(49, 50), range=[49:50], left_bound=49, right_bound=50, level=2.
113: connectedNodes=(50, 51), range=[50:51], left_bound=50, right_bound=51, level=2.
114: connectedNodes=(51, 52), range=[51:52], left_bound=51, right_bound=52, level=2.
115: connectedNodes=(52, 53), range=[52:53], left_bound=52, right_bound=53, level=2.
116: connectedNodes=(53, 54), range=[53:54], left_bound=53, right_bound=54, level=2.
117: connectedNodes=(54, 55), range=[54:55], left_bound=54, right_bound=55, level=2.
118: connectedNodes=(55, 56), range=[55:56], left_bound=55, right_bound=56, level=2.
119: connectedNodes=(56, 57), range=[56:57], left_bound=56, right_bound=57, level=2.
120: connectedNodes=(57, 58), range=[57:58], left_bound=57, right_bound=58, level=2.
121: connectedNodes=(58, 59), range=[58:59], left_bound=58, right_bound=59, level=2.
122: connectedNodes=(59, 60), range=[59:60], left_bound=59, right_bound=60, level=2.
123: connectedNodes=(60, 61), range=[60:61], left_bound=60, right_bound=61, level=2.
124: connectedNodes=(61, 62), range=[61:62], left_bound=61, right_bound=62, level=2.
125: connectedNodes=(62, 63), range=[62:63], left_bound=62, right_bound=63, level=2.
126: connectedNodes=(64, 2), range=[0:2], left_bound=0, right_bound=2, level=3.
127: connectedNodes=(64, 65), range=[0:3], left_bound=0, right_bound=3, level=3.
128: connectedNodes=(66, 68), range=[3:6], left_bound=3, right_bound=6, level=3.
129: connectedNodes=(67, 69), range=[4:7], left_bound=4, right_bound=7, level=3.
130: connectedNodes=(68, 70), range=[5:8], left_bound=5, right_bound=8, level=3.
131: connectedNodes=(69, 71), range=[6:9], left_bound=6, right_bound=9, level=3.
132: connectedNodes=(70, 72), range=[7:10], left_bound=7, right_bound=10, level=3.
133: connectedNodes=(71, 73), range=[8:11], left_bound=8, right_bound=11, level=3.
134: connectedNodes=(72, 74), range=[9:12], left_bound=9, right_bound=12, level=3.
135: connectedNodes=(73, 75), range=[10:13], left_bound=10, right_bound=13, level=3.
136: connectedNodes=(74, 76), range=[11:14], left_bound=11, right_bound=14, level=3.
137: connectedNodes=(75, 77), range=[12:15], left_bound=12, right_bound=15, level=3.
138: connectedNodes=(76, 78), range=[13:16], left_bound=13, right_bound=16, level=3.
139: connectedNodes=(77, 79), range=[14:17], left_bound=14, right_bound=17, level=3.
140: connectedNodes=(78, 80), range=[15:18], left_bound=15, right_bound=18, level=3.
141: connectedNodes=(79, 81), range=[16:19], left_bound=16, right_bound=19, level=3.
142: connectedNodes=(80, 82), range=[17:20], left_bound=17, right_bound=20, level=3.
143: connectedNodes=(81, 83), range=[18:21], left_bound=18, right_bound=21, level=3.
144: connectedNodes=(82, 84), range=[19:22], left_bound=19, right_bound=22, level=3.
145: connectedNodes=(83, 85), range=[20:23], left_bound=20, right_bound=23, level=3.
146: connectedNodes=(84, 86), range=[21:24], left_bound=21, right_bound=24, level=3.
147: connectedNodes=(85, 87), range=[22:25], left_bound=22, right_bound=25, level=3.
148: connectedNodes=(86, 88), range=[23:26], left_bound=23, right_bound=26, level=3.
149: connectedNodes=(87, 89), range=[24:27], left_bound=24, right_bound=27, level=3.
150: connectedNodes=(88, 90), range=[25:28], left_bound=25, right_bound=28, level=3.
151: connectedNodes=(89, 91), range=[26:29], left_bound=26, right_bound=29, level=3.
152: connectedNodes=(90, 92), range=[27:30], left_bound=27, right_bound=30, level=3.
153: connectedNodes=(91, 93), range=[28:31], left_bound=28, right_bound=31, level=3.
154: connectedNodes=(92, 94), range=[29:32], left_bound=29, right_bound=32, level=3.
155: connectedNodes=(93, 95), range=[30:33], left_bound=30, right_bound=33, level=3.
156: connectedNodes=(94, 96), range=[31:34], left_bound=31, right_bound=34, level=3.
157: connectedNodes=(95, 97), range=[32:35], left_bound=32, right_bound=35, level=3.
158: connectedNodes=(96, 98), range=[33:36], left_bound=33, right_bound=36, level=3.
159: connectedNodes=(97, 99), range=[34:37], left_bound=34, right_bound=37, level=3.
160: connectedNodes=(98, 100), range=[35:38], left_bound=35, right_bound=38, level=3.
161: connectedNodes=(99, 101), range=[36:39], left_bound=36, right_bound=39, level=3.
162: connectedNodes=(100, 102), range=[37:40], left_bound=37, right_bound=40, level=3.
163: connectedNodes=(101, 103), range=[38:41], left_bound=38, right_bound=41, level=3.
164: connectedNodes=(102, 104), range=[39:42], left_bound=39, right_bound=42, level=3.
165: connectedNodes=(103, 105), range=[40:43], left_bound=40, right_bound=43, level=3.
166: connectedNodes=(104, 106), range=[41:44], left_bound=41, right_bound=44, level=3.
167: connectedNodes=(105, 107), range=[42:45], left_bound=42, right_bound=45, level=3.
168: connectedNodes=(106, 108), range=[43:46], left_bound=43, right_bound=46, level=3.
169: connectedNodes=(107, 109), range=[44:47], left_bound=44, right_bound=47, level=3.
170: connectedNodes=(108, 110), range=[45:48], left_bound=45, right_bound=48, level=3.
171: connectedNodes=(109, 111), range=[46:49], left_bound=46, right_bound=49, level=3.
172: connectedNodes=(110, 112), range=[47:50], left_bound=47, right_bound=50, level=3.
173: connectedNodes=(111, 113), range=[48:51], left_bound=48, right_bound=51, level=3.
174: connectedNodes=(112, 114), range=[49:52], left_bound=49, right_bound=52, level=3.
175: connectedNodes=(113, 115), range=[50:53], left_bound=50, right_bound=53, level=3.
176: connectedNodes=(114, 116), range=[51:54], left_bound=51, right_bound=54, level=3.
177: connectedNodes=(115, 117), range=[52:55], left_bound=52, right_bound=55, level=3.
178: connectedNodes=(116, 118), range=[53:56], left_bound=53, right_bound=56, level=3.
179: connectedNodes=(117, 119), range=[54:57], left_bound=54, right_bound=57, level=3.
180: connectedNodes=(118, 120), range=[55:58], left_bound=55, right_bound=58, level=3.
181: connectedNodes=(119, 121), range=[56:59], left_bound=56, right_bound=59, level=3.
182: connectedNodes=(120, 122), range=[57:60], left_bound=57, right_bound=60, level=3.
183: connectedNodes=(121, 123), range=[58:61], left_bound=58, right_bound=61, level=3.
184: connectedNodes=(122, 124), range=[59:62], left_bound=59, right_bound=62, level=3.
185: connectedNodes=(123, 125), range=[60:63], left_bound=60, right_bound=63, level=3.
186: connectedNodes=(126, 66), range=[0:4], left_bound=0, right_bound=4, level=4.
187: connectedNodes=(127, 67), range=[0:5], left_bound=0, right_bound=5, level=4.
188: connectedNodes=(126, 128), range=[0:6], left_bound=0, right_bound=6, level=4.
189: connectedNodes=(127, 129), range=[0:7], left_bound=0, right_bound=7, level=4.
190: connectedNodes=(130, 134), range=[5:12], left_bound=5, right_bound=12, level=4.
191: connectedNodes=(131, 135), range=[6:13], left_bound=6, right_bound=13, level=4.
192: connectedNodes=(132, 136), range=[7:14], left_bound=7, right_bound=14, level=4.
193: connectedNodes=(133, 137), range=[8:15], left_bound=8, right_bound=15, level=4.
194: connectedNodes=(138, 142), range=[13:20], left_bound=13, right_bound=20, level=4.
195: connectedNodes=(139, 143), range=[14:21], left_bound=14, right_bound=21, level=4.
196: connectedNodes=(140, 144), range=[15:22], left_bound=15, right_bound=22, level=4.
197: connectedNodes=(141, 145), range=[16:23], left_bound=16, right_bound=23, level=4.
198: connectedNodes=(146, 150), range=[21:28], left_bound=21, right_bound=28, level=4.
199: connectedNodes=(147, 151), range=[22:29], left_bound=22, right_bound=29, level=4.
200: connectedNodes=(148, 152), range=[23:30], left_bound=23, right_bound=30, level=4.
201: connectedNodes=(149, 153), range=[24:31], left_bound=24, right_bound=31, level=4.
202: connectedNodes=(150, 154), range=[25:32], left_bound=25, right_bound=32, level=4.
203: connectedNodes=(151, 155), range=[26:33], left_bound=26, right_bound=33, level=4.
204: connectedNodes=(152, 156), range=[27:34], left_bound=27, right_bound=34, level=4.
205: connectedNodes=(153, 157), range=[28:35], left_bound=28, right_bound=35, level=4.
206: connectedNodes=(154, 158), range=[29:36], left_bound=29, right_bound=36, level=4.
207: connectedNodes=(155, 159), range=[30:37], left_bound=30, right_bound=37, level=4.
208: connectedNodes=(156, 160), range=[31:38], left_bound=31, right_bound=38, level=4.
209: connectedNodes=(157, 161), range=[32:39], left_bound=32, right_bound=39, level=4.
210: connectedNodes=(158, 162), range=[33:40], left_bound=33, right_bound=40, level=4.
211: connectedNodes=(159, 163), range=[34:41], left_bound=34, right_bound=41, level=4.
212: connectedNodes=(160, 164), range=[35:42], left_bound=35, right_bound=42, level=4.
213: connectedNodes=(161, 165), range=[36:43], left_bound=36, right_bound=43, level=4.
214: connectedNodes=(162, 166), range=[37:44], left_bound=37, right_bound=44, level=4.
215: connectedNodes=(163, 167), range=[38:45], left_bound=38, right_bound=45, level=4.
216: connectedNodes=(164, 168), range=[39:46], left_bound=39, right_bound=46, level=4.
217: connectedNodes=(165, 169), range=[40:47], left_bound=40, right_bound=47, level=4.
218: connectedNodes=(166, 170), range=[41:48], left_bound=41, right_bound=48, level=4.
219: connectedNodes=(167, 171), range=[42:49], left_bound=42, right_bound=49, level=4.
220: connectedNodes=(168, 172), range=[43:50], left_bound=43, right_bound=50, level=4.
221: connectedNodes=(169, 173), range=[44:51], left_bound=44, right_bound=51, level=4.
222: connectedNodes=(170, 174), range=[45:52], left_bound=45, right_bound=52, level=4.
223: connectedNodes=(171, 175), range=[46:53], left_bound=46, right_bound=53, level=4.
224: connectedNodes=(172, 176), range=[47:54], left_bound=47, right_bound=54, level=4.
225: connectedNodes=(173, 177), range=[48:55], left_bound=48, right_bound=55, level=4.
226: connectedNodes=(174, 178), range=[49:56], left_bound=49, right_bound=56, level=4.
227: connectedNodes=(175, 179), range=[50:57], left_bound=50, right_bound=57, level=4.
228: connectedNodes=(176, 180), range=[51:58], left_bound=51, right_bound=58, level=4.
229: connectedNodes=(177, 181), range=[52:59], left_bound=52, right_bound=59, level=4.
230: connectedNodes=(178, 182), range=[53:60], left_bound=53, right_bound=60, level=4.
231: connectedNodes=(179, 183), range=[54:61], left_bound=54, right_bound=61, level=4.
232: connectedNodes=(180, 184), range=[55:62], left_bound=55, right_bound=62, level=4.
233: connectedNodes=(181, 185), range=[56:63], left_bound=56, right_bound=63, level=4.
234: connectedNodes=(186, 130), range=[0:8], left_bound=0, right_bound=8, level=5.
235: connectedNodes=(187, 131), range=[0:9], left_bound=0, right_bound=9, level=5.
236: connectedNodes=(188, 132), range=[0:10], left_bound=0, right_bound=10, level=5.
237: connectedNodes=(189, 133), range=[0:11], left_bound=0, right_bound=11, level=5.
238: connectedNodes=(186, 190), range=[0:12], left_bound=0, right_bound=12, level=5.
239: connectedNodes=(187, 191), range=[0:13], left_bound=0, right_bound=13, level=5.
240: connectedNodes=(188, 192), range=[0:14], left_bound=0, right_bound=14, level=5.
241: connectedNodes=(189, 193), range=[0:15], left_bound=0, right_bound=15, level=5.
242: connectedNodes=(202, 210), range=[25:40], left_bound=25, right_bound=40, level=5.
243: connectedNodes=(203, 211), range=[26:41], left_bound=26, right_bound=41, level=5.
244: connectedNodes=(204, 212), range=[27:42], left_bound=27, right_bound=42, level=5.
245: connectedNodes=(205, 213), range=[28:43], left_bound=28, right_bound=43, level=5.
246: connectedNodes=(206, 214), range=[29:44], left_bound=29, right_bound=44, level=5.
247: connectedNodes=(207, 215), range=[30:45], left_bound=30, right_bound=45, level=5.
248: connectedNodes=(208, 216), range=[31:46], left_bound=31, right_bound=46, level=5.
249: connectedNodes=(209, 217), range=[32:47], left_bound=32, right_bound=47, level=5.
250: connectedNodes=(218, 226), range=[41:56], left_bound=41, right_bound=56, level=5.
251: connectedNodes=(219, 227), range=[42:57], left_bound=42, right_bound=57, level=5.
252: connectedNodes=(220, 228), range=[43:58], left_bound=43, right_bound=58, level=5.
253: connectedNodes=(221, 229), range=[44:59], left_bound=44, right_bound=59, level=5.
254: connectedNodes=(222, 230), range=[45:60], left_bound=45, right_bound=60, level=5.
255: connectedNodes=(223, 231), range=[46:61], left_bound=46, right_bound=61, level=5.
256: connectedNodes=(224, 232), range=[47:62], left_bound=47, right_bound=62, level=5.
257: connectedNodes=(225, 233), range=[48:63], left_bound=48, right_bound=63, level=5.
258: connectedNodes=(238, 138), range=[0:16], left_bound=0, right_bound=16, level=6.
259: connectedNodes=(239, 139), range=[0:17], left_bound=0, right_bound=17, level=6.
260: connectedNodes=(240, 140), range=[0:18], left_bound=0, right_bound=18, level=6.
261: connectedNodes=(241, 141), range=[0:19], left_bound=0, right_bound=19, level=6.
262: connectedNodes=(238, 194), range=[0:20], left_bound=0, right_bound=20, level=6.
263: connectedNodes=(239, 195), range=[0:21], left_bound=0, right_bound=21, level=6.
264: connectedNodes=(240, 196), range=[0:22], left_bound=0, right_bound=22, level=6.
265: connectedNodes=(241, 197), range=[0:23], left_bound=0, right_bound=23, level=6.
266: connectedNodes=(262, 146), range=[0:24], left_bound=0, right_bound=24, level=6.
267: connectedNodes=(263, 147), range=[0:25], left_bound=0, right_bound=25, level=6.
268: connectedNodes=(264, 148), range=[0:26], left_bound=0, right_bound=26, level=6.
269: connectedNodes=(265, 149), range=[0:27], left_bound=0, right_bound=27, level=6.
270: connectedNodes=(262, 198), range=[0:28], left_bound=0, right_bound=28, level=6.
271: connectedNodes=(263, 199), range=[0:29], left_bound=0, right_bound=29, level=6.
272: connectedNodes=(264, 200), range=[0:30], left_bound=0, right_bound=30, level=6.
273: connectedNodes=(265, 201), range=[0:31], left_bound=0, right_bound=31, level=6.
274: connectedNodes=(266, 202), range=[0:32], left_bound=0, right_bound=32, level=7.
275: connectedNodes=(267, 203), range=[0:33], left_bound=0, right_bound=33, level=7.
276: connectedNodes=(268, 204), range=[0:34], left_bound=0, right_bound=34, level=7.
277: connectedNodes=(269, 205), range=[0:35], left_bound=0, right_bound=35, level=7.
278: connectedNodes=(270, 206), range=[0:36], left_bound=0, right_bound=36, level=7.
279: connectedNodes=(271, 207), range=[0:37], left_bound=0, right_bound=37, level=7.
280: connectedNodes=(272, 208), range=[0:38], left_bound=0, right_bound=38, level=7.
281: connectedNodes=(273, 209), range=[0:39], left_bound=0, right_bound=39, level=7.
282: connectedNodes=(266, 242), range=[0:40], left_bound=0, right_bound=40, level=7.
283: connectedNodes=(267, 243), range=[0:41], left_bound=0, right_bound=41, level=7.
284: connectedNodes=(268, 244), range=[0:42], left_bound=0, right_bound=42, level=7.
285: connectedNodes=(269, 245), range=[0:43], left_bound=0, right_bound=43, level=7.
286: connectedNodes=(270, 246), range=[0:44], left_bound=0, right_bound=44, level=7.
287: connectedNodes=(271, 247), range=[0:45], left_bound=0, right_bound=45, level=7.
288: connectedNodes=(272, 248), range=[0:46], left_bound=0, right_bound=46, level=7.
289: connectedNodes=(273, 249), range=[0:47], left_bound=0, right_bound=47, level=7.
290: connectedNodes=(282, 218), range=[0:48], left_bound=0, right_bound=48, level=7.
291: connectedNodes=(283, 219), range=[0:49], left_bound=0, right_bound=49, level=7.
292: connectedNodes=(284, 220), range=[0:50], left_bound=0, right_bound=50, level=7.
293: connectedNodes=(285, 221), range=[0:51], left_bound=0, right_bound=51, level=7.
294: connectedNodes=(286, 222), range=[0:52], left_bound=0, right_bound=52, level=7.
295: connectedNodes=(287, 223), range=[0:53], left_bound=0, right_bound=53, level=7.
296: connectedNodes=(288, 224), range=[0:54], left_bound=0, right_bound=54, level=7.
297: connectedNodes=(289, 225), range=[0:55], left_bound=0, right_bound=55, level=7.
298: connectedNodes=(282, 250), range=[0:56], left_bound=0, right_bound=56, level=7.
299: connectedNodes=(283, 251), range=[0:57], left_bound=0, right_bound=57, level=7.
300: connectedNodes=(284, 252), range=[0:58], left_bound=0, right_bound=58, level=7.
301: connectedNodes=(285, 253), range=[0:59], left_bound=0, right_bound=59, level=7.
302: connectedNodes=(286, 254), range=[0:60], left_bound=0, right_bound=60, level=7.
303: connectedNodes=(287, 255), range=[0:61], left_bound=0, right_bound=61, level=7.
304: connectedNodes=(288, 256), range=[0:62], left_bound=0, right_bound=62, level=7.
305: connectedNodes=(289, 257), range=[0:63], left_bound=0, right_bound=63, level=7.
area:
306
