# Use 33 iterations and 563.2976s to generate a full prefix circuitThe following are some prefix circuits under level bound 8 with corresponding area, where each line represents a node:
prefix circuit:
0: connectedNodes=(None, None), range=[0:0], left_bound=0, right_bound=0, level=1.
23: connectedNodes=(None, None), range=[23:23], left_bound=23, right_bound=23, level=1.
24: connectedNodes=(None, None), range=[24:24], left_bound=24, right_bound=24, level=1.
25: connectedNodes=(None, None), range=[25:25], left_bound=25, right_bound=25, level=1.
26: connectedNodes=(None, None), range=[26:26], left_bound=26, right_bound=26, level=1.
27: connectedNodes=(None, None), range=[27:27], left_bound=27, right_bound=27, level=1.
28: connectedNodes=(None, None), range=[28:28], left_bound=28, right_bound=28, level=1.
29: connectedNodes=(None, None), range=[29:29], left_bound=29, right_bound=29, level=1.
30: connectedNodes=(None, None), range=[30:30], left_bound=30, right_bound=30, level=1.
31: connectedNodes=(None, None), range=[31:31], left_bound=31, right_bound=31, level=1.
32: connectedNodes=(0, 1), range=[0:1], left_bound=0, right_bound=1, level=2.
33: connectedNodes=(2, 3), range=[2:3], left_bound=2, right_bound=3, level=2.
34: connectedNodes=(4, 5), range=[4:5], left_bound=4, right_bound=5, level=2.
35: connectedNodes=(6, 7), range=[6:7], left_bound=6, right_bound=7, level=2.
36: connectedNodes=(8, 9), range=[8:9], left_bound=8, right_bound=9, level=2.
37: connectedNodes=(10, 11), range=[10:11], left_bound=10, right_bound=11, level=2.
38: connectedNodes=(12, 13), range=[12:13], left_bound=12, right_bound=13, level=2.
39: connectedNodes=(14, 15), range=[14:15], left_bound=14, right_bound=15, level=2.
40: connectedNodes=(16, 17), range=[16:17], left_bound=16, right_bound=17, level=2.
41: connectedNodes=(18, 19), range=[18:19], left_bound=18, right_bound=19, level=2.
42: connectedNodes=(20, 21), range=[20:21], left_bound=20, right_bound=21, level=2.
43: connectedNodes=(24, 25), range=[24:25], left_bound=24, right_bound=25, level=2.
44: connectedNodes=(28, 29), range=[28:29], left_bound=28, right_bound=29, level=2.
45: connectedNodes=(32, 33), range=[0:3], left_bound=0, right_bound=3, level=3.
46: connectedNodes=(34, 35), range=[4:7], left_bound=4, right_bound=7, level=3.
47: connectedNodes=(36, 37), range=[8:11], left_bound=8, right_bound=11, level=3.
48: connectedNodes=(38, 39), range=[12:15], left_bound=12, right_bound=15, level=3.
49: connectedNodes=(40, 41), range=[16:19], left_bound=16, right_bound=19, level=3.
50: connectedNodes=(85, 23), range=[20:23], left_bound=20, right_bound=23, level=4.
51: connectedNodes=(81, 27), range=[24:27], left_bound=24, right_bound=27, level=4.
52: connectedNodes=(45, 46), range=[0:7], left_bound=0, right_bound=7, level=4.
53: connectedNodes=(47, 48), range=[8:15], left_bound=8, right_bound=15, level=4.
54: connectedNodes=(49, 50), range=[16:23], left_bound=16, right_bound=23, level=4.
55: connectedNodes=(52, 53), range=[0:15], left_bound=0, right_bound=15, level=5.
56: connectedNodes=(84, 31), range=[0:31], left_bound=0, right_bound=31, level=8.
57: connectedNodes=(32, 2), range=[0:2], left_bound=0, right_bound=2, level=3.
58: connectedNodes=(45, 4), range=[0:4], left_bound=0, right_bound=4, level=4.
59: connectedNodes=(45, 34), range=[0:5], left_bound=0, right_bound=5, level=4.
60: connectedNodes=(52, 8), range=[0:8], left_bound=0, right_bound=8, level=5.
61: connectedNodes=(52, 36), range=[0:9], left_bound=0, right_bound=9, level=5.
62: connectedNodes=(52, 47), range=[0:11], left_bound=0, right_bound=11, level=5.
63: connectedNodes=(55, 16), range=[0:16], left_bound=0, right_bound=16, level=6.
64: connectedNodes=(55, 40), range=[0:17], left_bound=0, right_bound=17, level=6.
65: connectedNodes=(55, 49), range=[0:19], left_bound=0, right_bound=19, level=6.
66: connectedNodes=(55, 54), range=[0:23], left_bound=0, right_bound=23, level=6.
67: connectedNodes=(59, 6), range=[0:6], left_bound=0, right_bound=6, level=5.
68: connectedNodes=(61, 10), range=[0:10], left_bound=0, right_bound=10, level=6.
69: connectedNodes=(62, 12), range=[0:12], left_bound=0, right_bound=12, level=6.
70: connectedNodes=(64, 18), range=[0:18], left_bound=0, right_bound=18, level=7.
71: connectedNodes=(65, 20), range=[0:20], left_bound=0, right_bound=20, level=7.
72: connectedNodes=(66, 24), range=[0:24], left_bound=0, right_bound=24, level=7.
73: connectedNodes=(69, 13), range=[0:13], left_bound=0, right_bound=13, level=7.
74: connectedNodes=(71, 21), range=[0:21], left_bound=0, right_bound=21, level=8.
75: connectedNodes=(72, 25), range=[0:25], left_bound=0, right_bound=25, level=8.
76: connectedNodes=(66, 51), range=[0:27], left_bound=0, right_bound=27, level=7.
77: connectedNodes=(73, 14), range=[0:14], left_bound=0, right_bound=14, level=8.
78: connectedNodes=(76, 28), range=[0:28], left_bound=0, right_bound=28, level=8.
79: connectedNodes=(76, 44), range=[0:29], left_bound=0, right_bound=29, level=8.
80: connectedNodes=(51, 44), range=[24:29], left_bound=24, right_bound=29, level=4.
81: connectedNodes=(43, 26), range=[24:26], left_bound=24, right_bound=26, level=3.
82: connectedNodes=(80, 30), range=[24:30], left_bound=24, right_bound=30, level=5.
83: connectedNodes=(66, 81), range=[0:26], left_bound=0, right_bound=26, level=7.
84: connectedNodes=(66, 82), range=[0:30], left_bound=0, right_bound=30, level=7.
85: connectedNodes=(42, 22), range=[20:22], left_bound=20, right_bound=22, level=3.
86: connectedNodes=(65, 85), range=[0:22], left_bound=0, right_bound=22, level=7.
area:
87
